path,change_type,key,value,source_value,target_value,source_type,target_type,source_length,target_length
data[194].address.line3,value_change,,,,"PATIALA ROAD, MOTI NAGAR",,,,
data[194].address.line2,value_change,,,"KANCH GHAR, HISAR ROAD",OM SHANTI RADHE BHAWAN,,,,
data[194].name,value_change,,,AMBALA CITY KANCH GHAR,AMBALA CITY  MOTI NAGAR,,,,
data[194].branch_code,value_change,,,00715,04504,,,,
data[195].section,value_change,,,03568,00715,,,,
data[195].email,value_change,,,jaggicolony.amb@bkivv.org,,,,,
data[195].mobile,value_change,,,"8930231206, 9466027142",8168394182,,,,
data[195].coords[0],value_change,,,30.3901730000,30.3720700000,,,,
data[195].coords[1],value_change,,,76.7880320000,76.7782800000,,,,
data[195].address.pincode,value_change,,,134007,134003,,,,
data[195].address.line1,value_change,,,"H.NO: 214/215, SUPREME LIGHT HOUSE","H NO: 296, LAST ROW",,,,
data[195].address.line3,value_change,,,JAGGI COLONY - PHASE-2,SECOTE-7. AMBALA CITY,,,,
data[195].address.line2,value_change,,,"NEAR KALKA CHOWK, NEW PRATAP NAGAR",NEAR NILKANTH MANDIR,,,,
data[195].name,value_change,,,AMBALA CITY JAGGI COLONY,AMBALA CITY SECTOR 7,,,,
data[195].branch_code,value_change,,,03568,05177,,,,
data[196].section,value_change,,,00836,00715,,,,
data[196].email,value_change,,,ambattur.che@bkivv.org,ambalacity@bkivv.org,,,,
data[196].mobile,value_change,,,9940045261,8168394182,,,,
data[196].coords[0],value_change,,,13.1221760000,30.3735389000,,,,
data[196].coords[1],value_change,,,80.1509990000,76.7707649000,,,,
data[196].state_id,value_change,,,21,6,,,,
data[196].state,value_change,,,TAMIL NADU,HARYANA,,,,
data[196].address.pincode,value_change,,,600053,134002,,,,
data[196].address.line1,value_change,,,NO: 81,"H.NO: 16, RAJYOGA BHAWAN",,,,
data[196].address.line3,value_change,,,VENKATAPURAM,,,,,
data[196].address.line2,value_change,,,MOUNASAMY MADAM STREET,"KANCH GHAR, HISAR ROAD",,,,
data[196].address.city,value_change,,,AMBATTUR,AMBALA CITY,,,,
data[196].district_id,value_change,,,2686,125,,,,
data[196].sub_zone,value_change,,,CHENNAI,PUNJAB ZONE,,,,
data[196].district,value_change,,,Tiruvallur,Ambala,,,,
data[196].zone,value_change,,,TAMILNADU,PUNJAB,,,,
data[196].contact,value_change,,,44-26580788,,,,,
data[196].name,value_change,,,AMBATTUR,AMBALA CITY KANCH GHAR,,,,
data[196].branch_code,value_change,,,03479,00715,,,,
data[197].section,value_change,,,00557,03568,,,,
data[197].email,value_change,,,ambarnath@bkivv.org,jaggicolony.amb@bkivv.org,,,,
data[197].mobile,value_change,,,9503274842,"8930231206, 9466027142",,,,
data[197].coords[0],value_change,,,19.2059432000,30.3901730000,,,,
data[197].coords[1],value_change,,,73.1844041000,76.7880320000,,,,
data[197].state_id,value_change,,,12,6,,,,
data[197].state,value_change,,,MAHARASHTRA,HARYANA,,,,
data[197].address.pincode,value_change,,,421501,134007,,,,
data[197].address.line1,value_change,,,"C-3 & 6, IST FLOOR","H.NO: 214/215, SUPREME LIGHT HOUSE",,,,
data[197].address.line3,value_change,,,SHIV MANDIR ROAD,JAGGI COLONY - PHASE-2,,,,
data[197].address.line2,value_change,,,SHIV BASAV HOUSING SOCIETY,"NEAR KALKA CHOWK, NEW PRATAP NAGAR",,,,
data[197].address.city,value_change,,,AMBERNATH,AMBALA CITY,,,,
data[197].district_id,value_change,,,266,125,,,,
data[197].sub_zone,value_change,,,MMU,PUNJAB ZONE,,,,
data[197].district,value_change,,,Thane,Ambala,,,,
data[197].zone,value_change,,,MAHARASTRA,PUNJAB,,,,
data[197].contact,value_change,,,0251-2604601,,,,,
data[197].name,value_change,,,AMBERNATH,AMBALA CITY JAGGI COLONY,,,,
data[197].branch_code,value_change,,,00557,03568,,,,
data[198].section,value_change,,,00312,00836,,,,
data[198].email,value_change,,,,ambattur.che@bkivv.org,,,,
data[198].mobile,value_change,,,"7999646988, 7049839706",9940045261,,,,
data[198].coords[0],value_change,,,23.1127716000,13.1221760000,,,,
data[198].coords[1],value_change,,,83.1995209000,80.1509990000,,,,
data[198].state_id,value_change,,,35,21,,,,
data[198].state,value_change,,,CHHATTISGARH,TAMIL NADU,,,,
data[198].address.pincode,value_change,,,497001,600053,,,,
data[198].address.line1,value_change,,,"H NO: BS-8, BEHIND AGRASEN BHAWAN",NO: 81,,,,
data[198].address.line3,value_change,,,KUNDLA VASUNDHRA CITY,VENKATAPURAM,,,,
data[198].address.line2,value_change,,,MAHARAJA AGRASEN MARG,MOUNASAMY MADAM STREET,,,,
data[198].address.city,value_change,,,AMBIKAPUR,AMBATTUR,,,,
data[198].district_id,value_change,,,2960,2686,,,,
data[198].sub_zone,value_change,,,IOP,CHENNAI,,,,
data[198].district,value_change,,,Surguja,Tiruvallur,,,,
data[198].zone,value_change,,,INDORE,TAMILNADU,,,,
data[198].contact,value_change,,,,44-26580788,,,,
data[198].name,value_change,,,AMBIKAPUR KUNDLA VASUNDHRA CITY,AMBATTUR,,,,
data[198].branch_code,value_change,,,04882,03479,,,,
data[199].section,value_change,,,00312,00557,,,,
data[199].email,value_change,,,,ambarnath@bkivv.org,,,,
data[199].mobile,value_change,,,9977567326,9503274842,,,,
data[199].coords[0],value_change,,,23.1393740000,19.2059432000,,,,
data[199].coords[1],value_change,,,83.1539790000,73.1844041000,,,,
data[199].state_id,value_change,,,35,12,,,,
data[199].state,value_change,,,CHHATTISGARH,MAHARASHTRA,,,,
data[199].address.pincode,value_change,,,497001,421501,,,,
data[199].address.line1,value_change,,,KHASRA NO: 855,"C-3 & 6, IST FLOOR",,,,
data[199].address.line3,value_change,,,NEAR RAILWAY STATION,SHIV MANDIR ROAD,,,,
data[199].address.line2,value_change,,,MAHATMA GANDHI ROAD,SHIV BASAV HOUSING SOCIETY,,,,
data[199].address.city,value_change,,,AMBIKAPUR,AMBERNATH,,,,
data[199].district_id,value_change,,,2960,266,,,,
data[199].sub_zone,value_change,,,IOP,MMU,,,,
data[199].district,value_change,,,Surguja,Thane,,,,
data[199].zone,value_change,,,INDORE,MAHARASTRA,,,,
data[199].contact,value_change,,,,0251-2604601,,,,
data[199].name,value_change,,,AMBIKAPUR AJIRMA,AMBERNATH,,,,
data[199].branch_code,value_change,,,04881,00557,,,,
data[200].email,value_change,,,ambikapur@bkivv.org,,,,,
data[200].mobile,value_change,,,"9425580347, 7999646988","7999646988, 7049839706",,,,
data[200].coords[0],value_change,,,23.1309220000,23.1127716000,,,,
data[200].coords[1],value_change,,,83.1890611000,83.1995209000,,,,
data[200].address.line1,value_change,,,"PLOT NO: 9/1, 'NAV VISHWA BHAWAN'","H NO: BS-8, BEHIND AGRASEN BHAWAN",,,,
data[200].address.line3,value_change,,,,KUNDLA VASUNDHRA CITY,,,,
data[200].address.line2,value_change,,,CHOPRA PARA,MAHARAJA AGRASEN MARG,,,,
data[200].contact,value_change,,,07774-221365,,,,,
data[200].name,value_change,,,AMBIKAPUR CHOPRA PARA,AMBIKAPUR KUNDLA VASUNDHRA CITY,,,,
data[200].branch_code,value_change,,,00312,04882,,,,
data[201].section,value_change,,,02618,00312,,,,
data[201].mobile,value_change,,,"9503840251, 8421790684",9977567326,,,,
data[201].coords[0],value_change,,,19.2776648000,23.1393740000,,,,
data[201].coords[1],value_change,,,73.1862846000,83.1539790000,,,,
data[201].state_id,value_change,,,12,35,,,,
data[201].state,value_change,,,MAHARASHTRA,CHHATTISGARH,,,,
data[201].address.pincode,value_change,,,421102,497001,,,,
data[201].address.line1,value_change,,,FLAT NO: 301 & 302,KHASRA NO: 855,,,,
data[201].address.line3,value_change,,,"TITWALA-AMBIVALI ROAD, WEST",NEAR RAILWAY STATION,,,,
data[201].address.line2,value_change,,,"SWARAJYA BLDG NO: A-14, SECTOR-1",MAHATMA GANDHI ROAD,,,,
data[201].address.city,value_change,,,AMBIVALI,AMBIKAPUR,,,,
data[201].district_id,value_change,,,266,2960,,,,
data[201].sub_zone,value_change,,,MMU,IOP,,,,
data[201].district,value_change,,,Thane,Surguja,,,,
data[201].zone,value_change,,,MAHARASTRA,INDORE,,,,
data[201].name,value_change,,,AMBIVALI (WEST),AMBIKAPUR AJIRMA,,,,
data[201].branch_code,value_change,,,04895,04881,,,,
data[202].section,value_change,,,00275,00312,,,,
data[202].email,value_change,,,,ambikapur@bkivv.org,,,,
data[202].mobile,value_change,,,"9586787329,  8200771432","9425580347, 7999646988",,,,
data[202].coords[0],value_change,,,23.4510116000,23.1309220000,,,,
data[202].coords[1],value_change,,,72.4273179000,83.1890611000,,,,
data[202].state_id,value_change,,,4,35,,,,
data[202].state,value_change,,,GUJARAT,CHHATTISGARH,,,,
data[202].address.pincode,value_change,,,382732,497001,,,,
data[202].address.line1,value_change,,,"H NO: 43', ""PARMATMA SMRUTI""","PLOT NO: 9/1, 'NAV VISHWA BHAWAN'",,,,
data[202].address.line3,value_change,,,STATION ROAD,,,,,
data[202].address.line2,value_change,,,UMIYA NAGAR,CHOPRA PARA,,,,
data[202].address.city,value_change,,,AMBLIYASAN,AMBIKAPUR,,,,
data[202].district_id,value_change,,,105,2960,,,,
data[202].sub_zone,value_change,,,MEHSANA,IOP,,,,
data[202].district,value_change,,,Mehsana,Surguja,,,,
data[202].zone,value_change,,,GUJARAT,INDORE,,,,
data[202].contact,value_change,,,,07774-221365,,,,
data[202].name,value_change,,,AMBLIYASAN,AMBIKAPUR CHOPRA PARA,,,,
data[202].branch_code,value_change,,,04364,00312,,,,
data[203].section,value_change,,,00320,02618,,,,
data[203].mobile,value_change,,,6264600311,"9503840251, 8421790684",,,,
data[203].coords[0],value_change,,,20.7703572000,19.2776648000,,,,
data[203].coords[1],value_change,,,81.4923871000,73.1862846000,,,,
data[203].state_id,value_change,,,35,12,,,,
data[203].state,value_change,,,CHHATTISGARH,MAHARASHTRA,,,,
data[203].address.pincode,value_change,,,493773,421102,,,,
data[203].address.line1,value_change,,,"H.NO:70, NEAR RADHA KRISHNA MANDIR",FLAT NO: 301 & 302,,,,
data[203].address.line3,value_change,,,"BHATAPARA ROAD, TAL: DHAMTARI","TITWALA-AMBIVALI ROAD, WEST",,,,
data[203].address.line2,value_change,,,"BAZAR CHOWK, WARD NO:4","SWARAJYA BLDG NO: A-14, SECTOR-1",,,,
data[203].address.city,value_change,,,AMDI,AMBIVALI,,,,
data[203].district_id,value_change,,,1052,266,,,,
data[203].sub_zone,value_change,,,IOP,MMU,,,,
data[203].district,value_change,,,Dhamtari,Thane,,,,
data[203].zone,value_change,,,INDORE,MAHARASTRA,,,,
data[203].name,value_change,,,AMDI,AMBIVALI (WEST),,,,
data[203].branch_code,value_change,,,04232,04895,,,,
data[204].section,value_change,,,02151,00275,,,,
data[204].email,value_change,,,amet@bkivv.org,,,,,
data[204].mobile,value_change,,,8619547399,"9586787329,  8200771432",,,,
data[204].coords[0],value_change,,,25.3011600000,23.4510116000,,,,
data[204].coords[1],value_change,,,73.9262000000,72.4273179000,,,,
data[204].state_id,value_change,,,19,4,,,,
data[204].state,value_change,,,RAJASTHAN,GUJARAT,,,,
data[204].address.pincode,value_change,,,313332,382732,,,,
data[204].address.line1,value_change,,,H NO: 180,"H NO: 43', ""PARMATMA SMRUTI""",,,,
data[204].address.line3,value_change,,,NEAR RAGHAV AUTO AGENCY,STATION ROAD,,,,
data[204].address.line2,value_change,,,BHATI COLONY,UMIYA NAGAR,,,,
data[204].address.city,value_change,,,AMET,AMBLIYASAN,,,,
data[204].district_id,value_change,,,384,105,,,,
data[204].sub_zone,value_change,,,JAIPUR RP,MEHSANA,,,,
data[204].district,value_change,,,Rajsamand,Mehsana,,,,
data[204].zone,value_change,,,RAJASTHAN,GUJARAT,,,,
data[204].name,value_change,,,AMET,AMBLIYASAN,,,,
data[204].branch_code,value_change,,,04870,04364,,,,
data[205].section,value_change,,,00888,00320,,,,
data[205].email,value_change,,,amethi@bkivv.org,,,,,
data[205].mobile,value_change,,,"8601394435,9170065422",6264600311,,,,
data[205].coords[0],value_change,,,26.1543590000,20.7703572000,,,,
data[205].coords[1],value_change,,,81.8106850000,81.4923871000,,,,
data[205].state_id,value_change,,,23,35,,,,
data[205].state,value_change,,,UTTAR PRADESH,CHHATTISGARH,,,,
data[205].address.pincode,value_change,,,227405,493773,,,,
data[205].address.line1,value_change,,,NEAR R.R.P.G.COLLEGE,"H.NO:70, NEAR RADHA KRISHNA MANDIR",,,,
data[205].address.line3,value_change,,,ANTU ROAD,"BHATAPARA ROAD, TAL: DHAMTARI",,,,
data[205].address.line2,value_change,,,HARI OM NAGAR,"BAZAR CHOWK, WARD NO:4",,,,
data[205].address.city,value_change,,,AMETHI,AMDI,,,,
data[205].district_id,value_change,,,553,1052,,,,
data[205].sub_zone,value_change,,,UKC,IOP,,,,
data[205].district,value_change,,,Amethi,Dhamtari,,,,
data[205].zone,value_change,,,UTTAR PRADESH,INDORE,,,,
data[205].name,value_change,,,AMETHI,AMDI,,,,
data[205].branch_code,value_change,,,04033,04232,,,,
data[206].section,value_change,,,00587,02151,,,,
data[206].email,value_change,,,,amet@bkivv.org,,,,
data[206].mobile,value_change,,,9960927534,8619547399,,,,
data[206].coords[0],value_change,,,21.3697945000,25.3011600000,,,,
data[206].coords[1],value_change,,,80.3829323000,73.9262000000,,,,
data[206].state_id,value_change,,,12,19,,,,
data[206].state,value_change,,,MAHARASHTRA,RAJASTHAN,,,,
